Company Name,Type,RSSD ID,City,State,MRQ,Total Assets,PCO Tangible Common Equity
[Do not alter shaded columns]                             QA Field ID,,,,,,,3270
Field Type,,,,,,,BHC-SP
Period,,,,,,,6/30/25
Duration,,,,,,MRQ,
"Solomon Bancshares, Inc.",BHC-SP,1063141,Solomon,KS,6/30/2025,"175,718","33,987"
"Bern Bancshares, Inc.",BHC-SP,1065190,Bern,KS,6/30/2025,"122,003","35,146"
"Chariton County Bancshares, Inc.",BHC-SP,1067877,Moberly,MO,6/30/2025,"124,434","5,367"
Independence Banccorp,BHC-SP,1070970,Independence,OH,6/30/2025,"183,837","27,241"
"Andover Bancorp, Inc.",BHC-SP,1071913,Andover,OH,6/30/2025,"574,913","20,941"
"Commercial Bancgroup, Inc.",BHC-SP,1080652,Harrogate,TN,6/30/2025,"2,262,113","235,268"
"Lawrence Bancshares, Inc.",BHC-SP,1080803,Nashville,TN,6/30/2025,"1,668,787","151,288"
Yazoo Capital Corporation,BHC-SP,1083402,Yazoo City,MS,6/30/2025,"320,849","31,886"
"Brantley Bancorp, Inc.",BHC-SP,1084025,Brantley,AL,6/30/2025,"122,667","10,563"
Central State Bancorporation,BHC-SP,1084593,Calera,AL,6/30/2025,"721,339","62,867"
First Forest Corporation,BHC-SP,1085518,Forest,MS,6/30/2025,"265,277","21,989"
"Gulf Coast Bancshares, Inc.",BHC-SP,1085929,Abbeville,LA,6/30/2025,"498,686","62,814"
"Zachary Bancshares, Inc.",BHC-SP,1086056,Zachary,LA,6/30/2025,"414,957","20,041"
"First National Bankers Bankshares, Inc.",BHC-SP,1086131,Ridgeland,MS,6/30/2025,"856,767","172,158"
"River Valley Bancshares, Incorporated",BHC-SP,1096091,Lewistown,MO,6/30/2025,"283,755","30,446"
First National Holding Company,BHC-SP,1097070,Oxford,MS,6/30/2025,"835,235","48,790"
"Latham Bancshares, Inc.",BHC-SP,1097744,Tipton,MO,6/30/2025,"188,544","17,073"
"Golden Oaks Bancshares, Inc.",BHC-SP,1098684,Magnolia,AR,6/30/2025,"203,867","28,803"
"Paris Bancshares, Inc.",BHC-SP,1099065,Paris,MO,6/30/2025,"110,571","13,853"
"Fbt Bancshares, Inc.",BHC-SP,1099092,Fordyce,AR,6/30/2025,"256,136","26,257"
M & F Financial Corporation,BHC-SP,1099506,Dumas,AR,6/30/2025,"273,441","21,573"
"Citizens Financial Group, Inc.",BHC-SP,1099784,New Haven,MO,6/30/2025,"352,129","43,917"
First Farmers Bank Holding Company,BHC-SP,1100112,Bardstown,KY,6/30/2025,"415,000","47,750"
"Community Company, The",BHC-SP,1102200,Waco,TX,6/30/2025,"628,850","69,675"
"Groom Bancshares, Inc.",BHC-SP,1103234,Groom,TX,6/30/2025,"69,116","7,458"
"Commercial Company, Inc.",BHC-SP,1104624,Mason,TX,6/30/2025,"111,961","7,449"
"West Bancshares, Inc.",BHC-SP,1105359,West,TX,6/30/2025,"131,335","11,695"
First Granbury Bancorporation,BHC-SP,1105528,Granbury,TX,6/30/2025,"932,913","95,744"
"Texas Country Bancshares, Inc.",BHC-SP,1106990,Brady,TX,6/30/2025,"406,157","34,404"
First San Benito Bancshares Corporation,BHC-SP,1107009,San Benito,TX,6/30/2025,"761,393","60,837"
"Pecos County Bancshares, Inc.",BHC-SP,1109058,Fort Stockton,TX,6/30/2025,"304,682","24,919"
"Farmers Bancshares, Inc.",BHC-SP,1109320,Center,TX,6/30/2025,"366,988","52,390"
"Ameriserv Financial, Inc",BHC-SP,1117316,Johnstown,PA,6/30/2025,"1,448,733","110,921"
Franklin Financial Services Corporation,BHC-SP,1118238,Chambersburg,PA,6/30/2025,"2,286,745","157,364"
"Newburg Insurance Agency, Inc.",BHC-SP,1118621,Rolla,MO,6/30/2025,"238,909","12,767"
"Milco Bancorporation, Inc.",BHC-SP,1118760,Iberia,MO,6/30/2025,"70,232","5,073"
Holmes County Capital Corporation,BHC-SP,1119057,Lexington,MS,6/30/2025,"156,512","16,000"
Jackass Creek Land & Livestock Company,BHC-SP,1123616,Ennis,MT,6/30/2025,"266,667","21,690"
"Maple Banc Shares, Inc.",BHC-SP,1123812,Maple Plain,MN,6/30/2025,"87,445","10,727"
"Dorset Bancshares, Inc.",BHC-SP,1124097,Park Rapids,MN,6/30/2025,"137,570","11,594"
Yellowstone Holding Company,BHC-SP,1124921,Columbus,MT,6/30/2025,"1,275,079","170,844"
"Finlayson Bancshares, Inc.",BHC-SP,1126037,Finlayson,MN,6/30/2025,"1,010","87,264"
"Remer Bancorporation, Inc.",BHC-SP,1126327,Grand Rapids,MN,6/30/2025,"166,400","8,696"
"Liberty Bancorporation, Inc.",BHC-SP,1126569,Powers Lake,ND,6/30/2025,"141,436","11,248"
"Capitol Bancorporation, Inc.",BHC-SP,1127294,Britton,SD,6/30/2025,"1,736,158","409,116"
"Northern Wisconsin Bank Holding Company, Inc.",BHC-SP,1128189,Laona,WI,6/30/2025,"275,067","19,042"
"Beresford Bancorporation, Inc.",BHC-SP,1128219,Britton,SD,6/30/2025,"1,561,297","284,113"
"Merchants Financial Group, Inc.",BHC-SP,1128769,Winona,MN,6/30/2025,"2,769,366","290,652"
"Five Flags Banks, Inc.",BHC-SP,1129515,Pensacola,FL,6/30/2025,320,"41,754"
"Jamestown Union Bancshares, Inc.",BHC-SP,1129542,Jamestown,TN,6/30/2025,"236,525","19,996"
"City National Bankcorp, Inc.",BHC-SP,1129672,Metropolis,IL,6/30/2025,"442,376","42,701"
"Citizens Bancshares, Inc.",BHC-SP,1133969,Weston,WV,6/30/2025,"290,981","29,433"
"Tolna Bancorp, Inc.",BHC-SP,1135039,Tolna,ND,6/30/2025,"117,063","11,565"
Madison Bank Corp.,BHC-SP,1135105,Madison,GA,6/30/2025,"439,055","44,688"
"Wanamingo Bancshares, Inc.",BHC-SP,1135271,Wanamingo,MN,6/30/2025,"102,042","11,517"
"Firstbanc Of Alabama, Inc.",BHC-SP,1135356,Talladega,AL,6/30/2025,"1,109,827","81,025"
Magnolia Banking Corporation,BHC-SP,1135413,Magnolia,AR,6/30/2025,"2,991,108","232,491"
J. Carl H. Bancorporation,BHC-SP,1135534,Earling,IA,6/30/2025,"158,381","10,395"
HCB Financial Corp.,BHC-SP,1136287,Hastings,MI,6/30/2025,"659,128","44,999"
"Macon Banctrust, Inc.",BHC-SP,1136577,Lafayette,TN,6/30/2025,"723,554","49,982"
MidSouth Bancorporation,BHC-SP,1136689,Dothan,AL,6/30/2025,"730,405","56,087"
"North Salem State Bancorporation, The",BHC-SP,1136830,North Salem,IN,6/30/2025,"704,185","62,179"
"Turner Bancshares, Inc.",BHC-SP,1136988,Belgrade,MO,6/30/2025,"507,916","41,246"
Washington/wilkes Holding Company,BHC-SP,1137015,Washington,GA,6/30/2025,"392,110","50,406"
"First Service Bancshares, Inc.",BHC-SP,1137266,Greenbrier,AR,6/30/2025,"837,967","44,713"
"Bankers Bancorp Of Oklahoma, Inc.",BHC-SP,1138209,Oklahoma City,OK,6/30/2025,"274,155","37,954"
"Ambank Holdings, Inc.",BHC-SP,1138610,Davenport,IA,6/30/2025,"486,269","18,677"
Champlain Bank Corporation,BHC-SP,1138955,Willsboro,NY,6/30/2025,"489,343","30,737"
"First Sandoval Bancorp, Inc.",BHC-SP,1139523,Sandoval,IL,6/30/2025,"116,803","8,021"
"National Bankshares, Inc.",BHC-SP,1139925,Blacksburg,VA,6/30/2025,"1,806,610","168,736"
"First St. Charles Bancshares, Inc.",BHC-SP,1140190,Boutte,LA,6/30/2025,"225,019","23,984"
"Eminence Bankshares, Inc.",BHC-SP,1140613,Eminence,MO,6/30/2025,"158,225","7,721"
"Tennessee State Bancshares, Inc.",BHC-SP,1142242,Pigeon Forge,TN,6/30/2025,"964,862","68,694"
"First Bancorp, Inc.",BHC-SP,1142297,Yates City,IL,6/30/2025,"95,178","7,199"
"Cornerstone Financial Services Group, Inc.",BHC-SP,1142372,Ottumwa,IA,6/30/2025,"526,521","63,482"
"Milledgeville Bancorp, Inc.",BHC-SP,1143454,Milledgeville,IL,6/30/2025,"193,911","17,977"
"B Bank, Inc.",BHC-SP,1143575,Downs,KS,6/30/2025,"141,975","19,274"
Citizens Capital Corporation,BHC-SP,1144040,Robertsdale,AL,6/30/2025,"156,260","12,348"
"Neighbor Insurance Agency, Inc.",BHC-SP,1200124,Marion,IA,6/30/2025,"1,070,578","142,757"
"Arthur R. Murray, Inc.",BHC-SP,1201390,Milford,IL,6/30/2025,"83,097","8,677"
Fidelity Company,BHC-SP,1203778,Dubuque,IA,6/30/2025,"2,027,354","156,792"
"Fnb Banshares, Inc.",BHC-SP,1204092,West Union,IA,6/30/2025,"161,844","11,258"
"WB Bancorp, Inc.",BHC-SP,1207459,New Berlin,IL,6/30/2025,"249,845","24,362"
"Pontiac Bancorp, Inc.",BHC-SP,1207712,Pontiac,IL,6/30/2025,"1,119,422","124,559"
"Royal Bancshares, Inc.",BHC-SP,1207758,Royal,IA,6/30/2025,"58,701","13,324"
"Guthrie County Bancshares, Inc.",BHC-SP,1208380,Guthrie Center,IA,6/30/2025,"277,039","11,207"
"Fts Financial, Inc.",BHC-SP,1208483,Williamsburg,IA,6/30/2025,"191,384","41,313"
Citizens Financial Corporation,BHC-SP,1208951,Fort Atkinson,WI,6/30/2025,"199,394","22,723"
Bippus State Corporation,BHC-SP,1210217,Huntington,IN,6/30/2025,"407,132","36,506"
"Peshtigo National Bancorporation, Inc.",BHC-SP,1210310,Peshtigo,WI,6/30/2025,"289,544","19,284"
"American Interstate Bancorporation, Inc.",BHC-SP,1210459,Omaha,NE,6/30/2025,"140,391","26,244"
Rigler Investment Company,BHC-SP,1210730,Clive,IA,6/30/2025,"491,735","40,492"
"Wyatt Bancshares, Inc.",BHC-SP,1246618,Calico Rock,AR,6/30/2025,"224,267","67,632"
"Spring Bancorp, Inc.",BHC-SP,1247361,Springfield,IL,6/30/2025,"1,805,364","123,350"
BankFirst Capital Corporation,BHC-SP,1247455,Macon,MS,6/30/2025,"2,776,163","215,873"
"Bol Bancshares, Inc.",BHC-SP,1247594,New Orleans,LA,6/30/2025,"98,767","9,043"
"First National Holding Company, Inc.",BHC-SP,1247811,Fullerton,NE,6/30/2025,"107,851","15,333"
Cayuga Lake Bank Corporation,BHC-SP,1249075,Union Springs,NY,6/30/2025,"275,988","18,781"
Bath State Bancorp,BHC-SP,1249329,Bath,IN,6/30/2025,"324,042","12,231"
"Soperton Bancshares, Incorporated",BHC-SP,1250736,Soperton,GA,6/30/2025,"255,250","22,239"
"Bancorp Ii, Inc.",BHC-SP,1398731,Pilot Grove,MO,6/30/2025,"136,248","15,163"
"Adrian Bancshares, Inc.",BHC-SP,1399505,Adrian,MO,6/30/2025,"184,113","18,007"
"Moody Bank Holding Company, Inc.",BHC-SP,1399813,Reno,NV,6/30/2025,"1,639,418","184,720"
"Ac Bancorp, Inc.",BHC-SP,1406971,Petersburg,IL,6/30/2025,"410,182","29,863"
"Peoples Community Bancorporation, Inc.",BHC-SP,1416505,Bloomsdale,MO,6/30/2025,"363,728","25,030"
"Legend Bancorp, Inc.",BHC-SP,1416578,Bowie,TX,6/30/2025,"1,193,938","114,561"
"Farmers Bancshares, Inc.",BHC-SP,1416925,Maysville,MO,6/30/2025,"148,929","9,939"
Wilkinson Banking Corporation,BHC-SP,1417511,Greenwood,AR,6/30/2025,"287,529","36,267"
First Clay County Banc Corporation,BHC-SP,1427211,Clay,WV,6/30/2025,"131,980","18,135"
First National Financial Corporation,BHC-SP,1427220,Manchester,KY,6/30/2025,"230,686","21,427"
"Campbell Hill Bancshares, Inc.",BHC-SP,1427387,Campbell Hill,IL,6/30/2025,"159,051","19,806"
East Texas Financial Corporation,BHC-SP,1427556,Kilgore,TX,6/30/2025,"501,811","83,414"
"Greeley Bancshares, Inc.",BHC-SP,1472006,Greeley,KS,6/30/2025,"48,733","6,128"
"Putnam County Bancshares, Inc.",BHC-SP,1820746,Unionville,MO,6/30/2025,"287,234","37,824"
"Midwest Bancorporation, Inc.",BHC-SP,1827718,Eden Prairie,MN,6/30/2025,"445,407","23,100"
"Citizens Bancorp Of Winfield, Inc.",BHC-SP,1833616,Winfield,AL,6/30/2025,"271,455","22,444"
"M C Bancshares, Inc.",BHC-SP,1841732,Morgan City,LA,6/30/2025,"473,090","78,265"
"Garfield County Bancshares, Inc.",BHC-SP,1842551,Jordan,MT,6/30/2025,"98,474","19,341"
Grygla Financial Corporation,BHC-SP,1857760,Grygla,MN,6/30/2025,"84,673","6,501"
"West Bancshares Of Delaware, Inc.",BHC-SP,1862979,Germantown,TN,6/30/2025,"131,739","11,683"
"Screven Bancshares, Inc.",BHC-SP,1863239,Sylvania,GA,6/30/2025,"168,854","22,590"
"Caldwell County Bancshares, Inc.",BHC-SP,1870022,Hamilton,MO,6/30/2025,"216,250","19,722"
"Beaman Bancshares, Inc.",BHC-SP,1889499,Marshalltown,IA,6/30/2025,"136,800","20,468"
"Two Rivers Financial Group, Inc.",BHC-SP,1947102,Burlington,IA,6/30/2025,"1,188,719","110,222"
"Tri-County Bancorp, Inc.",BHC-SP,1969506,Brown City,MI,6/30/2025,"594,162","69,449"
"Berkshire Financial Services, Inc.",BHC-SP,1985131,Lee,MA,6/30/2025,"580,651","63,142"
Glen Burnie Bancorp,BHC-SP,2001328,Glen Burnie,MD,6/30/2025,"350,721","18,933"
"Mabrey Bancorporation, Inc.",BHC-SP,2052777,Bixby,OK,6/30/2025,"1,896,649","85,655"
Uwharrie Capital Corp,BHC-SP,2082532,Albemarle,NC,6/30/2025,"1,169,754","61,836"
"Flint Hills Bancshares, Inc.",BHC-SP,2111562,Gridley,KS,6/30/2025,"316,991","34,163"
"Alliance Bancshares, Inc.",BHC-SP,2127068,Sulphur Springs,TX,6/30/2025,"1,343,646","72,386"
"Poca Valley Bankshares, Inc., The",BHC-SP,2152734,Walton,WV,6/30/2025,"627,750","40,728"
"Robert Lee Bancshares, Inc.",BHC-SP,2155212,Robert Lee,TX,6/30/2025,"44,238","5,184"
"First Brownstown Bancorp, Inc",BHC-SP,2199083,Brownstown,IL,6/30/2025,"64,580","5,665"
"First Pryor Bancorp, Inc.",BHC-SP,2224408,Pryor,OK,6/30/2025,"551,461","56,331"
"New Independent Bancshares, Inc.",BHC-SP,2257228,New Washington,IN,6/30/2025,"644,818","53,047"
"Hometown Bancorp, Inc.",BHC-SP,2263993,Milan,TN,6/30/2025,"112,471","5,904"
"Heritage Bancorp, Inc.",BHC-SP,2269119,Burlington,KY,6/30/2025,"1,823,110","113,617"
Falcon Bancshares Incorporated,BHC-SP,2270254,Laredo,TX,6/30/2025,"2,120,159","232,962"
"Mid-missouri Holding Company, Inc",BHC-SP,2300768,Sullivan,MO,6/30/2025,"1,261,534","105,934"
"Psb Holdings, Inc.",BHC-SP,2321419,Wausau,WI,6/30/2025,"1,506,617","116,076"
"Commonwealth Holdings, L.L.C.",BHC-SP,2332536,Burlington,KY,6/30/2025,"1,823,110","38,040"
"Milton Bancshares, Inc.",BHC-SP,2342722,Milton,WI,6/30/2025,"227,262","9,560"
"Bonvenu Bancorp, Inc.",BHC-SP,2344856,Bossier City,LA,6/30/2025,"1,580,649","114,884"
"Randall Bancorp, Inc.",BHC-SP,2359869,Randall,MN,6/30/2025,"59,619","5,475"
Norwood Financial Corp.,BHC-SP,2365356,Honesdale,PA,6/30/2025,"2,365,350","225,425"
"Baxter Bancshares, Inc.",BHC-SP,2366652,Baxter Springs,KS,6/30/2025,"24,007","5,896"
"Higgins Bancorporation, Inc.",BHC-SP,2380948,Rosemount,MN,6/30/2025,"144,426","4,447"
"Durden Bankshares, Inc.",BHC-SP,2388663,Twin City,GA,6/30/2025,"297,464","41,140"
"Ssb Holdings, Inc.",BHC-SP,2410603,Miami,OK,6/30/2025,"152,072","9,625"
Ufs Bancorp,BHC-SP,2465519,Whitinsville,MA,6/30/2025,"2,939,130","202,630"
"Bancorp Of Lucedale, Inc.",BHC-SP,2468275,Lucedale,MS,6/30/2025,"548,986","44,111"
"Robertson Holding Company, L.P.",BHC-SP,2492485,Harrogate,TN,6/30/2025,"2,440,175","101,232"
"Antelope Bancshares, Inc.",BHC-SP,2510183,Elgin,NE,6/30/2025,"79,361","11,370"
"Bedford Loan And Deposit Bancorp, Inc.",BHC-SP,2513214,Bedford,KY,6/30/2025,"116,932","15,020"
"Pineries Bankshares, Inc.",BHC-SP,2514921,Stevens Point,WI,6/30/2025,"144,814","16,334"
"Vanderbilt Holding Company, Inc.",BHC-SP,2524537,Fairfax,IA,6/30/2025,"270,360","13,801"
Bnh Financial,BHC-SP,2545831,Laconia,NH,6/30/2025,"2,643,744","273,165"
Concordia Capital Corporation,BHC-SP,2557414,Vidalia,LA,6/30/2025,"632,854","59,184"
First Financial Banc Corporation,BHC-SP,2568102,El Dorado,AR,6/30/2025,"1,817,400","209,529"
Absecon Bancorp,BHC-SP,2579612,Absecon,NJ,6/30/2025,"196,049","17,006"
"Anahuac Bancshares, Inc.",BHC-SP,2622116,Anahuac,TX,6/30/2025,"259,829",91
"Hogan Investments, Lp",BHC-SP,2631426,Forsyth,GA,6/30/2025,"459,493","37,308"
"Hogan Investments I, Inc.",BHC-SP,2631435,Forsyth,GA,6/30/2025,"459,493",376
"Laurens Bancshares, Inc.",BHC-SP,2631444,Dudley,GA,6/30/2025,"459,493","42,569"
"Portage Bancshares, Inc.",BHC-SP,2668589,Ravenna,OH,6/30/2025,"517,672","46,191"
"Fryburg Banking Company, Inc.",BHC-SP,2687601,Fryburg,PA,6/30/2025,"357,428","16,893"
"First Region Bancshares, Inc.",BHC-SP,2702250,Richlands,VA,6/30/2025,"397,538","36,781"
"Bodcaw Bancshares, Inc.",BHC-SP,2712781,Stamps,AR,6/30/2025,"238,924","23,510"
Berkshire Bancorp Inc.,BHC-SP,2728157,New York,NY,6/30/2025,"622,470","181,380"
"Oakfield Bancorp., Inc.",BHC-SP,2736899,Oakfield,WI,6/30/2025,"176,938","13,991"
"Commerce Bancorp, Inc",BHC-SP,2770660,Greenwood,MS,6/30/2025,"972,285","48,212"
Asian Financial Corporation,BHC-SP,2785459,Philadelphia,PA,6/30/2025,"616,484","42,958"
Security Financial Services Corporation,BHC-SP,2848804,Durand,WI,6/30/2025,"982,097","86,300"
"Marion Bancshares, Inc.",BHC-SP,2857552,Marion,KS,6/30/2025,"30,773","4,866"
Asb Management Corp,BHC-SP,2861616,Anna,IL,6/30/2025,"106,654","14,038"
First Security Group,BHC-SP,2880662,Deer Lodge,MT,6/30/2025,"85,817","8,292"
"Eureka Bancshares, Inc.",BHC-SP,2941769,Eureka Springs,AR,6/30/2025,"593,828","55,658"
"Peterstown Bancorp, Inc.",BHC-SP,2942805,Peterstown,WV,6/30/2025,"86,371","10,269"
"Planters Financial Group, Inc",BHC-SP,3013225,Clarksville,TN,6/30/2025,"1,885,353","210,616"
United Security Bancshares,BHC-SP,3015975,Fresno,CA,6/30/2025,"1,214,137","134,255"
"Georgia Banking Company, Inc.",BHC-SP,3016338,Atlanta,GA,6/30/2025,"2,594,723","188,012"
"Spector Holdings Management, L.L.C.",BHC-SP,3037557,San Antonio,TX,6/30/2025,"69,476",62
Spector Holdings Limited Partnership,BHC-SP,3037566,San Antonio,TX,6/30/2025,"69,476","6,227"
"Luling Bancshares, Inc.",BHC-SP,3037575,Luling,TX,6/30/2025,"69,476","11,379"
"Ssb Holdings, Inc.",BHC-SP,3044630,Wellington,KS,6/30/2025,"51,025","6,446"
"Dells Bancshares, Inc.",BHC-SP,3059746,Wisconsin Dells,WI,6/30/2025,"1,004,363","108,173"
"Fnc Bancorp, Inc.",BHC-SP,3069633,Douglas,GA,6/30/2025,"503,135","49,844"
"Jco Partners, L.P.",BHC-SP,3136964,Union,SC,6/30/2025,"50,107","2,511"
"Foj Partners, L.P.",BHC-SP,3137028,Union,SC,6/30/2025,"50,107","2,625"
"Metropolitan Capital Bancorp, Inc.",BHC-SP,3153224,Chicago,IL,6/30/2025,"248,160","-1,658"
"Riverview Bancorp, Inc.",BHC-SP,3180060,Vancouver,WA,6/30/2025,"1,516,643","162,001"
Carver Financial Corporation,BHC-SP,3190023,Savannah,GA,6/30/2025,"133,496","5,959"
"Tolleson Wealth Management, Inc.",BHC-SP,3191712,Dallas,TX,6/30/2025,"989,365","91,099"
"Tolleson Wealth Management Of Delaware, Inc.",BHC-SP,3191721,Dallas,TX,6/30/2025,"984,810","91,558"
Penn Community Financial Corporation,BHC-SP,3198515,Doylestown,PA,6/30/2025,"2,996,552","308,657"
"Cornerstone Bancshares, Inc.",BHC-SP,3199820,Lebanon,MO,6/30/2025,"392,228","29,362"
Penn Community Mutual Holdings Inc,BHC-SP,3200463,Doylestown,PA,6/30/2025,"2,996,552","308,727"
"Newfirst Financial Group, Inc.",BHC-SP,3213922,El Campo,TX,6/30/2025,"908,368","124,431"
"Florida Capital Group, Inc.",BHC-SP,3223828,Jacksonville,FL,6/30/2025,"660,557","69,510"
"Bancorp Of Winona, Inc.",BHC-SP,3229503,Winona,MS,6/30/2025,"139,609","15,435"
"T Bancshares, Inc.",BHC-SP,3284454,Dallas,TX,6/30/2025,"987,496","105,085"
"Twin City Bancorp, Inc.",BHC-SP,3289477,Longview,WA,6/30/2025,"72,548","6,473"
"Vision Bancshares, Inc.",BHC-SP,3292253,Ada,OK,6/30/2025,"943,620","49,066"
"Tombigbee Bancshares, Inc.",BHC-SP,3346745,Sweet Water,AL,6/30/2025,"142,773","12,286"
BV Financial,BHC-SP,3364178,Sparrows Point,MD,6/30/2025,"908,327","191,665"
"Oregon Coast Bancshares, Inc.",BHC-SP,3392881,Newport,OR,6/30/2025,"457,627","29,147"
"Gerber Bancshares, Inc.",BHC-SP,3420702,Argenta,IL,6/30/2025,"86,889","8,077"
"Northeast Community Bancorp, Inc.",BHC-SP,3435742,White Plains,NY,6/30/2025,"1,973,884","336,676"
"Kujawa Family Holdings, Inc.",BHC-SP,3444203,Berlin,WI,6/30/2025,"954,375","43,185"
"Evergreen Bancshares, Inc.",BHC-SP,3450521,Saint Louis,MO,6/30/2025,"943,593","68,594"
"Hometown Bancorp Of Alabama, Inc.",BHC-SP,3451603,Oneonta,AL,6/30/2025,"641,557","54,804"
"Sv Bancorp, Inc.",BHC-SP,3464340,Wyoming,OH,6/30/2025,"109,189","38,128"
"First Commerce Bancorp, Inc.",BHC-SP,3465909,Lewisburg,TN,6/30/2025,"857,586","69,492"
"AFNB Holdings, Inc.",BHC-SP,3472176,Houston,TX,6/30/2025,"2,864,206","371,259"
"Millennium Bancorp, Inc.",BHC-SP,3547887,Des Plaines,IL,6/30/2025,"829,713","37,193"
Amg National Corp.,BHC-SP,3583700,Greenwood Village,CO,6/30/2025,"772,850","128,589"
Saddleback Bancorp,BHC-SP,3591611,Tustin,CA,6/30/2025,"81,362","10,373"
"Orange County Bancorp, Inc.",BHC-SP,3596009,Middletown,NY,6/30/2025,"2,606,264","252,417"
"Greenwoods Financial Group, Inc.",BHC-SP,3618536,Lake Mills,WI,6/30/2025,"743,598","58,863"
Csb Financial Corporation,BHC-SP,3647572,Miles,TX,6/30/2025,"258,376","26,650"
"Palomar Enterprises, Llc",BHC-SP,3649950,Long Beach,CA,6/30/2025,"314,898","314,888"
State Bancorp Northwest,BHC-SP,3658729,Spokane Valley,WA,6/30/2025,"224,407","25,187"
Dart Financial Corporation,BHC-SP,3726196,Mason,MI,6/30/2025,"1,369,744","73,266"
"Unified Shares, Llc",BHC-SP,3793219,Harrogate,TN,6/30/2025,"2,296,422","58,338"
"Pioneer Bancorp, Inc.",BHC-SP,3798933,Roswell,NM,6/30/2025,"1,073,612","101,441"
Webfive Financial Services Inc,BHC-SP,3803024,Auburn,MA,6/30/2025,"1,322,182","145,206"
Webfive Mhc,BHC-SP,3803033,Auburn,MA,6/30/2025,"1,322,182","145,244"
Liberty Capital Bancshares. Inc.,BHC-SP,3810956,Addison,TX,6/30/2025,"726,313","59,949"
Dalhart Federal Mutual Holding Company,BHC-SP,3823451,Dalhart,TX,6/30/2025,"134,969","12,514"
Dalhart Federal Corporation,BHC-SP,3823826,Dalhart,TX,6/30/2025,"134,967","12,481"
"American Bancorp, Inc.",BHC-SP,3824261,Macon,GA,6/30/2025,"552,231","81,917"
"Fairfield County Bank, Mhc",BHC-SP,3824373,Ridgefield,CT,6/30/2025,"1,830,497","231,034"
Wfsb Mutual Holding Company,BHC-SP,3831326,Washington,PA,6/30/2025,"1,482,769","192,976"
"Wfsb, Inc.",BHC-SP,3831335,Washington,PA,6/30/2025,"1,481,867","192,072"
"Bmc Bancshares, Inc.",BHC-SP,3831625,Dallas,TX,6/30/2025,"639,498","48,106"
"First Bancorp Of Indiana, Inc.",BHC-SP,3832284,Evansville,IN,6/30/2025,"605,762","33,336"
Cenlar Capital Corporation,BHC-SP,3836880,Ewing,NJ,6/30/2025,"876,441","111,835"
1st Capital Holding Corp.,BHC-SP,3836899,Sea Isle City,NJ,6/30/2025,"303,600","29,357"
"Crest Savings Bancorp, Inc",BHC-SP,3836910,Wildwood,NJ,6/30/2025,"568,108","48,565"
"Beneficial State Bancorp, Inc.",BHC-SP,3842630,Oakland,CA,6/30/2025,"1,952,475","79,058"
Beneficial State Foundation,BHC-SP,3842649,Oakland,CA,6/30/2025,"1,955,346","72,454"
Bancpacific Financial Holding Corporation,BHC-SP,3842911,Hagatna,GU,6/30/2025,"179,907","21,340"
Marianas Finance Corporation,BHC-SP,3842920,Tamuning,GU,6/30/2025,"14,542","7,238"
Sharon Mutual Holding Company,BHC-SP,3845668,Springfield,PA,6/30/2025,"170,430","10,948"
"Sea Isle Financial Corp, Mhc",BHC-SP,3848427,Sea Isle City,NJ,6/30/2025,"303,600","29,357"
Cbb Financial Corp.,BHC-SP,3848632,Midlothian,VA,6/30/2025,"138,601","18,958"
Ion Financial Mhc,BHC-SP,3912766,Naugatuck,CT,6/30/2025,"2,794,015","330,329"
"Grand River Commerce, Inc.",BHC-SP,3916326,Grandville,MI,6/30/2025,"511,900","35,513"
Del Norte M.H.C.,BHC-SP,4097969,Del Norte,CO,6/30/2025,"147,904","13,697"
Quontic Bank Acquisition Corp.,BHC-SP,4098537,Astoria,NY,6/30/2025,"745,253","62,086"
Quontic Bank Holdings Corp.,BHC-SP,4098564,Astoria,NY,6/30/2025,"745,273","75,251"
"Western Bancshares, Inc.",BHC-SP,4169950,Curtis,NE,6/30/2025,"183,247","10,654"
"Oconee Federal, Mhc",BHC-SP,4234054,Seneca,SC,6/30/2025,"669,238","81,361"
Oconee Federal Financial Corp.,BHC-SP,4234063,Seneca,SC,6/30/2025,"668,187","84,280"
"Esquire Financial Holdings, Inc.",BHC-SP,4267427,Jericho,NY,6/30/2025,"2,059,977","263,556"
"National Bancorp Holdings, Inc.",BHC-SP,4267463,Chicago,IL,6/30/2025,"1,226,141","135,679"
Haven Capital Corporation,BHC-SP,4361923,Brookhaven,MS,6/30/2025,"247,014","26,310"
"Ipswich Community Bancshares, Inc.",BHC-SP,4394060,Ipswich,SD,6/30/2025,"67,154","10,126"
"Circle I Bank Group, Inc.",BHC-SP,4442523,Lubbock,TX,6/30/2025,"812,140","45,991"
1854 Bancorp,BHC-SP,4459820,Cambridge,MA,6/30/2025,"1,608,813","150,502"
Vecta Inc.,BHC-SP,4495220,Irvington,NY,6/30/2025,"86,448","10,665"
Virginia National Bankshares Corporation,BHC-SP,4517261,Charlottesville,VA,6/30/2025,"1,634,922","170,772"
"First Vision Financial, Inc.",BHC-SP,4547286,Tullahoma,TN,6/30/2025,"427,633","47,924"
"Plains Bancshares, Inc.",BHC-SP,4552981,Plains,KS,6/30/2025,"442,049","36,701"
"Frontier Community Bancshares, Inc.",BHC-SP,4721291,Elgin,TX,6/30/2025,"983,860","68,946"
