,,,,,,,,,,,,,,,,,,,,TCE,,,,,Un. Loss - T,,Un. Loss - T-1,,,,TCE Adj.,,TCE Adj.,,,Aggregate,,,6.0%,,Ticker,Per Share,,,,,HTM Securities: Cost,,,,,,,,,,,,,,,HTM Securities: FMV,,,,,,,,,,,,,,,HTM Securities: Cost,,,,,,,,,,,,,,,HTM Securities: FMV,,,,,,,,,,,,,,,AFS Securities: Cost,,,,,,,,,,,,,,,AFS Securities: FMV,,,,,,,,,,,,,,,AFS Securities: Cost,,,,,,,,,,,,,,,AFS Securities: FMV,,,,,,,,,,,,,,,Tangible Common Equity,,,,,,,,,,,,,,,Intangibles,,,,,,,,,,,,,,,Municipals,,,,,,,,,,,,,,
Ticker,BHC,Bank 1,Bank 2,Bank 3,Bank 4,Bank 5,Bank 6,Bank 7,Bank 8,Bank 9,Bank 10,Bank 11,Bank 12,Bank 13,Bank 14,Bank 15,,Large?,,GAAP,Large,Small,Bank,Bank Intang.,AFS,HTM,AFS,HTM,S/O,SP?,Non-SP,SP,Non-SP,SP,,TCE,Adj. TCE,Mark. TCE,,,,TCE,Adj. TCE,Mark. TCE,Kanter Adj. TCE,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
ASB,1199563,917742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"3,454,422",NA,"3,422,113","1,124,013","5,483","-398,765","-18,390","-414,938","165,778,000",0,"-5,483","18,390","-398,765","-438,812",,"3,454,422","3,448,939","3,055,658","3,349,816",,ASB,20.84,20.80,18.43,20.21,,"3,705,856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,174,170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,738,748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,185,497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,789,259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,796,570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,605,954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,581,434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,422,113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,124,013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASCN,2579612,188917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"17,006","16,414",0,"-3,112",0,"-3,335",0,"111,296",1,"3,112","3,335",0,-224,,"17,006","20,341","16,783","19,551",,ASCN,152.80,182.77,150.79,175.67,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASRV,1117316,928618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"97,239","118,694","13,682","-11,024","-3,453","-12,505","-4,025","16,519,267",1,"11,024","12,505","-3,453","-5,505",,"97,239","109,744","91,734","107,412",,ASRV,5.89,6.64,5.55,6.50,,"67,355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"62,751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63,926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"58,560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"174,828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"160,129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"168,140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"151,467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"118,694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,38864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLO,1202258,820048,466044,869346,229342,745347,3103591,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"179,589","170,489","13,440","-31,892",0,"-39,011",0,"8,898,689",1,"31,892","39,011",0,"-7,120",,"179,589","218,600","172,469","203,867",,ATLO,20.18,24.57,19.38,22.91,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"329,973","85,710","74,659","74,044","82,670","35,881",0,0,0,0,0,0,0,0,0,"310,150","79,087","70,565","69,285","77,052","34,276",0,0,0,0,0,0,0,0,0,"343,338","86,465","72,027","78,846","83,520","36,331",0,0,0,0,0,0,0,0,0,"318,801","78,674","67,013","73,061","76,762","34,201",0,0,0,0,0,0,0,0,0,"88,573","20,356","22,070","17,353","11,189","10,948",0,0,0,0,0,0,0,0,0,"4,555","5,601","3,284",0,0,0,0,0,0,0,0,0,0,0,0,98462,36527,38472,22484,32660,16956,0,0,0,0,0,0,0,0,0
AUB,1971693,693224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"2,603,990",NA,"2,192,340","1,293,218","-286,577","-36,486","-302,009","-33,386","141,694,720",0,"286,577","302,009","-36,486","-48,818",,"2,603,990","2,890,567","2,567,504","2,819,923",,AUB,18.38,20.40,18.12,19.90,,"821,210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"772,562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"804,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"759,485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,862,384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,480,281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,841,304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,438,625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,192,340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,293,218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUBN,1129533,749635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"86,070","81,725",0,"-25,409",0,"-29,652",0,"3,493,699",1,"25,409","29,652",0,"-4,243",,"86,070","115,722","81,827","114,704",,AUBN,24.64,33.12,23.42,32.83,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"276,347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"242,468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"282,548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"243,012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"81,725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBH,3680980,3214059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"204,419","210,717",0,"-49,190",0,"-54,449",0,"10,541,446",1,"49,190","54,449",0,"-5,259",,"204,419","258,868","199,160","258,590",,AVBH,19.39,24.56,18.89,24.53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"362,204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"296,617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"369,155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"296,556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"210,717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AX,3814310,2917317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"2,546,174",NA,"2,391,044","41,464","61,881",0,"66,594",0,"56,483,617",0,"-61,881","-66,594",0,"4,713",,"2,546,174","2,484,293","2,546,174","2,484,074",,AX,45.08,43.98,45.08,43.98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"837,241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"919,749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"856,972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"945,764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,391,044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXP,1275216,1394676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"25,787,000",NA,"19,159,693",0,"-6,549",0,"-7,511",0,"696,000,000",0,"6,549","7,511",0,-962,,"25,787,000","25,793,549","25,787,000","25,791,955",,AXP,37.05,37.06,37.05,37.06,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"120,177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"111,445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126,841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"116,826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,159,693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAC,1073757,480228,1443266,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"205,203,000",NA,"191,019,000","57,729,000","-1,917,000","-72,259,500","-2,261,250","-81,122,250","7,436,679,485",0,"1,917,000","2,261,250","-72,259,500","-81,466,500",,"205,203,000","207,120,000","132,943,500","206,868,360",,BAC,27.59,27.85,17.88,27.82,,"550,714,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"454,368,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"558,672,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"450,509,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"359,142,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"356,586,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"330,121,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"327,106,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"189,195,000","1,824,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"57,729,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4194000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAFN,2881650,2771694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"78,526","102,873","13,967","-2,392",-108,"-2,992",-116,"4,134,127",1,"2,392","2,992",-108,-716,,"78,526","81,518","77,811","81,518",,BAFN,18.99,19.72,18.82,19.72,,"2,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"102,873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANC,3153130,200378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"2,593,550",NA,0,0,0,0,0,0,"157,647,137",0,0,0,0,0,,"2,593,550","2,593,550","2,593,550","2,593,550",,BANC,16.45,16.45,16.45,16.45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANF,1133286,1386251,3465392,3150205,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"1,534,365",NA,"1,349,654","78,976","-23,306",0,"-32,288",0,"33,272,131",0,"23,306","32,288",0,"-8,982",,"1,534,365","1,557,671","1,534,365","1,557,298",,BANF,46.12,46.82,46.12,46.80,,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,021,474","136,852","39,413",0,0,0,0,0,0,0,0,0,0,0,0,"994,260","133,355","39,049",0,0,0,0,0,0,0,0,0,0,0,0,"1,072,818","136,966","44,184",0,0,0,0,0,0,0,0,0,0,0,0,"1,034,977","132,318","43,622",0,0,0,0,0,0,0,0,0,0,0,0,"1,149,382","147,999","52,273",0,0,0,0,0,0,0,0,0,0,0,0,"78,976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4653,1562,0,0,0,0,0,0,0,0,0,0,0,0,0
BANR,2126977,352772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"1,489,359",NA,"1,488,651","376,677","-238,087","-129,401","-266,813","-132,027","34,583,994",0,"238,087","266,813","-129,401","-160,753",,"1,489,359","1,727,446","1,359,958","1,693,614",,BANR,43.06,49.95,39.32,48.97,,"992,088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"819,553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,001,861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"825,825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,445,737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,128,288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,479,463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,123,713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,488,651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"376,677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,563861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAOB,1209248,24949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"62,002","60,189",0,-166,"-4,335",-755,"-5,437","8,939,239",1,166,755,"-4,335","-6,026",,"62,002","62,757","55,976","62,757",,BAOB,6.94,7.02,6.26,7.02,,"108,740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"102,960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"106,824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"76,126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"75,905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"68,302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67,295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBBK,1141870,69678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"56,851","54,632",0,"-7,460",-2,"-9,087",-4,"1,315,711",1,"7,460","9,087",-2,"-1,631",,"56,851","65,938","55,221","59,680",,BBBK,43.21,50.12,41.97,45.36,,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"206,649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"196,702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"223,246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"211,130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54,632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAL,5443938,3076453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"416,329",NA,"464,611","133,033","-4,697","-4,398","-7,073","-4,093","32,463,311",0,"4,697","7,073","-4,398","-6,469",,"416,329","421,026","411,931","417,729",,BCAL,12.82,12.97,12.69,12.87,,"53,194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"53,280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"137,855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"131,593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"151,431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"142,001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"464,611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"133,033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,54940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCBP,3170539,2954059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"285,239",NA,"350,459","5,253","-4,190",0,"-5,170",0,"17,194,000",0,"4,190","5,170",0,-980,,"285,239","289,429","285,239","289,429",,BCBP,16.59,16.83,16.59,16.83,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"122,082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"116,496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"108,610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"101,717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"350,459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCML,5069897,3281510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"289,294","339,831","41,268","-11,442",0,"-13,638",0,"10,941,232",1,"11,442","13,638",0,"-2,196",,"289,294","302,932","287,098","301,580",,BCML,26.44,27.69,26.24,27.56,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"207,656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"192,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"211,512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193,328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"339,831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCOW,5589939,713476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"69,556","60,982",0,"-6,148",0,"-7,377",0,"5,555,602",1,"6,148","7,377",0,"-1,229",,"69,556","76,933","68,327","76,122",,BCOW,12.52,13.85,12.30,13.70,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"112,958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"104,761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"117,659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"107,823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCSO,1098590,884442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"72,482","79,769","4,966","-8,664",-387,"-9,088",-517,"1,350,934",1,"8,664","9,088",-387,-941,,"72,482","81,570","71,542","79,133",,BCSO,53.65,60.38,52.96,58.58,,"16,280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"87,928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"97,856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"85,739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"79,769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,40613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCTF,5009026,955977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"85,058","101,857","7,184","-4,621",-326,"-5,842",-353,"6,675,633",1,"4,621","5,842",-326,"-1,574",,"85,058","90,900","83,484","89,727",,BCTF,12.74,13.62,12.51,13.44,,"5,758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"94,080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"87,919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"86,450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78,661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"101,857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEOB,2615154,14865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"88,977","91,346",604,"-2,627",-48,"-4,790",-65,"1,222,088",1,"2,627","4,790",-48,"-2,228",,"88,977","93,767","86,750","93,502",,BEOB,72.81,76.73,70.98,76.51,,"2,976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"210,572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"207,070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"218,135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"211,749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"91,346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFC,1208009,594947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"418,595",NA,"391,734","195,011","-8,889",-48,"-9,595",-889,"9,833,476",0,"8,889","9,595",-48,"-1,595",,"418,595","427,484","418,547","423,927",,BFC,42.57,43.47,42.56,43.11,,"110,241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110,177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110,756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109,571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"175,138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"163,286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"235,409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"222,616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"391,734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"195,011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,59284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFCC,1247455,914648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"139,624","276,987","76,249","-8,464","-34,772","-10,523","-38,455","5,437,657",1,"8,464","10,523","-34,772","-40,514",,"139,624","150,147","99,110","138,341",,BFCC,25.68,27.61,18.23,25.44,,"302,567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"256,204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"307,152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"255,879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"236,714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"225,429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"241,174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"227,143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"276,987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"76,249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,196770,0,0,0,0,0,0,0,0,0,0,0,0,0,0
