Company Name,Type,RSSD ID,City,State,MRQ,Total Assets,HTM Securities: Cost,HTM Securities: FMV,HTM Securities: Cost,HTM Securities: FMV,AFS Securities: Cost,AFS Securities: FMV,AFS Securities: Cost,AFS Securities: FMV,Tangible Common Equity,Goodwill,Other Intangibles,Municipals,,,,,,,,,,,,,,,,,,,,,,
[Do not alter shaded columns]                             QA Field ID,,,,,,,2916,2917,2916,2917,2897,2898,2897,2898,1790,6,1825,2921,,,,,,,,,,,,,,,,,,,,,,
Field Type,,,,,,,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,,,,,,,,,,,,,,,,,,,,,,
Period,,,,,,,3/31/25,3/31/25,12/31/24,12/31/24,3/31/25,3/31/25,12/31/24,12/31/24,3/31/25,3/31/25,3/31/25,3/31/25,,,,,,,,,,,,,,,,,,,,,,
Duration,,,,,,MRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Citizens Bank Of Cumberland County, Inc.",Bank,2921622,Burkesville,KY,3/31/2025,"93,928",0,0,0,0,"14,921","14,551","15,122","14,605","10,533",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
"Citizens Bank Of Edina, The",Bank,699253,Edina,MO,3/31/2025,"105,122",0,0,0,0,"6,094","5,989","5,848","5,684","13,268",0,0,450,,0,,,,,,,,,,,,,,,,,,,,
Citizens Bank Of Edinburg,Bank,915935,Edinburg,IL,3/31/2025,"33,740","3,593","3,362","3,719","3,447","4,433","4,169","4,338","3,994","2,978",0,0,"2,936",,0,,,,,,,,,,,,,,,,,,,,
"Citizens Bank Of Edmond, The",Bank,172457,Edmond,OK,3/31/2025,"413,418","1,500","1,500","4,999","4,983","6,083","6,013","7,295","7,124","29,968",0,277,834,,277,,,,,,,,,,,,,,,,,,,,
Citizens Bank Of Eldon,Bank,954251,Eldon,MO,3/31/2025,"233,926",0,0,0,0,"30,082","29,150","31,435","30,164","24,420",0,0,352,,0,,,,,,,,,,,,,,,,,,,,
"Citizens Bank Of Georgia, The",Bank,2505451,Cumming,GA,3/31/2025,"582,384",0,0,0,0,"237,625","227,838","225,667","213,420","52,335",0,0,"26,258",,0,,,,,,,,,,,,,,,,,,,,
Citizens Bank Of Kansas,Bank,1014853,Kingman,KS,3/31/2025,"510,618",0,0,0,0,"243,699","206,831","240,729","201,590","8,572","13,718",307,"91,519",,14025,,,,,,,,,,,,,,,,,,,,
"Citizens Bank Of Kentucky, Inc",Bank,495419,Paintsville,KY,3/31/2025,"678,859",0,0,0,0,"282,998","253,533","286,105","253,955","64,429","15,605",0,"92,352",,15605,,,,,,,,,,,,,,,,,,,,
Citizens Bank of Las Cruces,Bank,1016857,Las Cruces,NM,3/31/2025,"1,056,797",0,0,0,0,"267,154","257,580","267,093","253,916","102,355",0,0,"3,049",,0,,,,,,,,,,,,,,,,,,,,
"Citizens Bank Of Morgantown, Inc.",Bank,897237,Morgantown,WV,3/31/2025,"51,267",0,0,0,0,"11,504","10,498","11,576","10,464","8,205",0,0,"8,632",,0,,,,,,,,,,,,,,,,,,,,
"Citizens Bank Of Philadelphia, The",Bank,29636,Philadelphia,MS,3/31/2025,"1,585,829","366,229","327,936","370,221","328,960","218,546","182,345","223,301","186,900","51,631","13,030",165,"171,155",,13195,,,,,,,,,,,,,,,,,,,,
Citizens Bank Of Rogersville,Bank,246451,Rogersville,MO,3/31/2025,"127,351",0,0,0,0,"17,465","15,738","17,849","15,874","11,370",872,0,"7,713",,872,,,,,,,,,,,,,,,,,,,,
"Citizens Bank of Swainsboro, The",Bank,268136,Swainsboro,GA,3/31/2025,"399,953",0,0,0,0,"46,341","45,293","41,168","39,684","42,272",0,0,"8,957",,0,,,,,,,,,,,,,,,,,,,,
Citizens Bank Of The Midwest,Bank,44750,Rolla,MO,3/31/2025,"225,615",0,0,0,0,"52,294","42,779","52,604","41,873","12,280",0,0,518,,0,,,,,,,,,,,,,,,,,,,,
Citizens Bank of the South,Bank,367431,Sandersville,GA,3/31/2025,"340,577",0,0,0,0,"43,593","43,076","45,492","44,734","42,499",0,0,"2,653",,0,,,,,,,,,,,,,,,,,,,,
"Citizens Bank of West Virginia, Inc.",Bank,481627,Elkins,WV,3/31/2025,"687,048",0,0,0,0,"73,226","70,592","71,435","68,027","62,450","2,753","1,465","4,522",,4218,,,,,,,,,,,,,,,,,,,,
"Citizens Bank Of Weston, Inc., The",Bank,639633,Weston,WV,3/31/2025,"285,456",0,0,0,0,"54,018","52,661","60,187","58,422","28,513",0,0,"4,239",,0,,,,,,,,,,,,,,,,,,,,
"Citizens Bank Of Winfield, The",Bank,293437,Winfield,AL,3/31/2025,"271,298",0,0,0,0,"182,714","138,414","183,112","136,341","23,710",0,0,"132,637",,0,,,,,,,,,,,,,,,,,,,,
"Citizens' Bank, Inc.",Bank,563336,Robertsdale,AL,3/31/2025,"155,904","17,961","16,954","17,944","17,173","45,324","42,840","42,197","39,182","12,255",0,0,"32,299",,0,,,,,,,,,,,,,,,,,,,,
"Citizens Bank, National Association",Bank,3303298,Providence,RI,3/31/2025,"220,014,392","8,468,716","7,515,407","8,598,508","7,539,977","35,984,522","34,207,653","34,910,994","32,764,804","17,254,301","8,022,332","131,758",938,,8154090,,,,,,,,,,,,,,,,,,,,
"Citizens Bank, National Association",Bank,617051,Abilene,TX,3/31/2025,"131,682",0,0,0,0,"42,333","40,510","43,611","41,637","10,652","4,100",0,"40,510",,4100,,,,,,,,,,,,,,,,,,,,
"Citizens Bank, The",Bank,374130,Enterprise,AL,3/31/2025,"232,851",0,0,0,0,"45,123","39,167","49,389","42,785","18,922",0,0,"17,636",,0,,,,,,,,,,,,,,,,,,,,
"Citizens Bank, The",Bank,961259,Farmington,NM,3/31/2025,"777,348","84,299","80,047","89,539","84,644","328,694","289,262","335,224","289,653","35,590",0,0,"37,984",,0,,,,,,,,,,,,,,,,,,,,
"Citizens Bank, The",Bank,856748,Batesville,AR,3/31/2025,"1,499,811",0,0,0,0,"114,411","93,943","115,452","92,543","110,708","12,741",44,"69,971",,12785,,,,,,,,,,,,,,,,,,,,
"Citizens Bank, The",Bank,962313,Morehead,KY,3/31/2025,"225,312",0,0,0,0,"41,742","38,473","42,336","38,544","14,114","1,799",0,0,,1799,,,,,,,,,,,,,,,,,,,,
"Citizens Bank, The",Bank,617145,Hickman,KY,3/31/2025,"204,812",0,0,0,0,"47,881","43,564","46,288","41,326","21,524",0,0,"16,075",,0,,,,,,,,,,,,,,,,,,,,
"Citizens Bank, The",Bank,898627,Olanta,SC,3/31/2025,"1,050,967",0,0,0,0,"242,814","230,526","243,604","228,086","88,849","12,922","4,898","34,799",,17820,,,,,,,,,,,,,,,,,,,,
"CITIZENS BANK, THE",Bank,571135,Greensboro,AL,3/31/2025,"124,771",0,0,0,0,"69,234","63,466","68,423","61,540","10,754",0,0,"15,302",,0,,,,,,,,,,,,,,,,,,,,
Citizens Business Bank,Bank,933966,Ontario,CA,3/31/2025,"15,263,140","2,359,141","1,965,088","2,379,668","1,954,344","2,920,979","2,533,640","2,995,621","2,540,688","1,437,466","765,822","8,812","474,393",,774634,,,,,,,,,,,,,,,,,,,,
Citizens Community Bank,Bank,2007991,Mascoutah,IL,3/31/2025,"506,768","98,532","87,893","99,291","87,010","108,005","96,758","110,286","97,147","46,538",0,0,"31,366",,0,,,,,,,,,,,,,,,,,,,,
Citizens Community Bank,Bank,578554,Pilot Grove,MO,3/31/2025,"138,582",0,0,0,0,"24,931","24,328","22,217","21,374","14,952",0,0,"1,696",,0,,,,,,,,,,,,,,,,,,,,
Citizens Community Bank,Bank,2002222,Winchester,TN,3/31/2025,"346,768",899,919,889,909,"77,784","67,236","79,107","67,778","39,274",0,0,"13,167",,0,,,,,,,,,,,,,,,,,,,,
Citizens Community Bank,Bank,564838,Hahira,GA,3/31/2025,"206,101",0,0,0,0,"63,892","56,873","66,052","58,365","15,972",0,0,"23,737",,0,,,,,,,,,,,,,,,,,,,,
Citizens Community Federal National Association,Bank,962890,Altoona,WI,3/31/2025,"1,777,811","84,301","66,191","85,504","65,622","160,504","139,641","165,605","142,852","191,478","31,498",800,400,,32298,,,,,,,,,,,,,,,,,,,,
"Citizens Deposit Bank Of Arlington, Inc.",Bank,959443,Arlington,KY,3/31/2025,"317,884",0,0,0,0,"71,878","63,013","68,766","59,435","35,830",0,0,"33,330",,0,,,,,,,,,,,,,,,,,,,,
Citizens Federal Savings & Loan Association,Bank,647777,Bellefontaine,OH,3/31/2025,"183,715",666,664,682,679,"29,326","27,398","29,701","27,670","17,773",0,0,"14,214",,0,,,,,,,,,,,,,,,,,,,,
Citizens Federal Savings And Loan Association Of Covington,Bank,673477,Covington,KY,3/31/2025,"41,983",0,0,0,0,"5,714","5,326","5,122","4,643","11,152",0,0,978,,0,,,,,,,,,,,,,,,,,,,,
Citizens Federal Savings Bank,Bank,864378,Leavenworth,KS,3/31/2025,"189,475",0,0,0,0,"43,559","37,471","44,547","37,786","35,633",0,0,"23,160",,0,,,,,,,,,,,,,,,,,,,,
Citizens First Bank,Bank,716954,Viroqua,WI,3/31/2025,"319,701",0,0,0,0,"71,226","65,925","71,861","65,613","28,376","1,622",0,"28,923",,1622,,,,,,,,,,,,,,,,,,,,
Citizens First Bank,Bank,2882983,Clinton,IA,3/31/2025,"327,977",0,0,0,0,"76,870","67,014","71,156","60,524","16,552",0,0,"16,164",,0,,,,,,,,,,,,,,,,,,,,
Citizens First Bank,Bank,1867983,The Villages,FL,3/31/2025,"4,083,501",0,0,0,0,"2,586,701","2,462,915","2,593,768","2,442,018","439,277",0,0,"524,092",,0,,,,,,,,,,,,,,,,,,,,
Citizens First National Bank,Bank,424240,Storm Lake,IA,3/31/2025,"253,793",0,0,0,0,"85,191","84,486","69,515","68,547","33,745",0,0,"18,708",,0,,,,,,,,,,,,,,,,,,,,
Citizens Guaranty Bank,Bank,764816,Richmond,KY,3/31/2025,"288,727",0,0,0,0,"11,769","11,328","12,341","11,764","23,245",0,0,"3,533",,0,,,,,,,,,,,,,,,,,,,,
Citizens Independent Bank,Bank,825753,Saint Louis Park,MN,3/31/2025,"328,767",0,0,0,0,"108,164","93,959","110,940","95,091","28,346",0,0,"10,282",,0,,,,,,,,,,,,,,,,,,,,
Citizens National Bank,Bank,700252,Crockett,TX,3/31/2025,"96,037",0,0,0,0,"42,499","40,173","38,716","35,851","10,590",0,0,"3,968",,0,,,,,,,,,,,,,,,,,,,,
Citizens National Bank,Bank,717737,Sevierville,TN,3/31/2025,"1,885,947",0,0,0,0,"511,656","475,433","493,802","447,980","161,305",0,0,"54,461",,0,,,,,,,,,,,,,,,,,,,,
Citizens National Bank,Bank,59352,Cameron,TX,3/31/2025,"623,829",0,0,0,0,"93,146","90,865","86,412","83,561","72,434",0,0,"45,769",,0,,,,,,,,,,,,,,,,,,,,
Citizens National Bank at Brownwood,Bank,233358,Brownwood,TX,3/31/2025,"287,974","19,694","18,773","22,499","21,573","100,305","96,172","105,512","100,105","25,934",0,0,"19,694",,0,,,,,,,,,,,,,,,,,,,,
Citizens National Bank Of Albion,Bank,853747,Albion,IL,3/31/2025,"346,932",0,0,0,0,"93,209","89,372","92,566","88,073","56,006",583,0,"32,440",,583,,,,,,,,,,,,,,,,,,,,
"Citizens National Bank Of Bluffton, The",Bank,738013,Bluffton,OH,3/31/2025,"1,051,735",0,0,0,0,"187,722","168,007","185,697","163,651","102,022",0,0,"53,838",,0,,,,,,,,,,,,,,,,,,,,
Citizens National Bank Of Cheboygan,Bank,773742,Cheboygan,MI,3/31/2025,"467,180","5,970","5,934","6,156","6,173","207,389","178,060","212,265","178,261","13,021",0,0,"10,895",,0,,,,,,,,,,,,,,,,,,,,
Citizens National Bank Of Crosbyton,Bank,901451,Crosbyton,TX,3/31/2025,"69,675",0,0,0,0,"3,646","3,634","3,706","3,696","12,246",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
"Citizens National Bank Of Hammond, The",Bank,855303,Hammond,NY,3/31/2025,"28,860",0,0,0,0,"3,928","3,697","6,499","6,187","2,413",0,0,284,,0,,,,,,,,,,,,,,,,,,,,
"Citizens National Bank Of Hillsboro, The",Bank,184656,Hillsboro,TX,3/31/2025,"214,256",0,0,0,0,"151,628","134,744","149,695","129,888","10,559",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
"Citizens National Bank Of Mcconnelsville, The",Bank,685023,Mcconnelsville,OH,3/31/2025,"109,875","1,999","1,914","2,006","1,917","19,525","17,202","20,432","17,713","10,390",0,0,381,,0,,,,,,,,,,,,,,,,,,,,
"Citizens National Bank of Meridian, The",Bank,69333,Meridian,MS,3/31/2025,"1,797,670","172,701","157,404","175,160","158,465","242,315","216,748","245,043","214,565","177,227",0,0,"172,036",,0,,,,,,,,,,,,,,,,,,,,
"Citizens National Bank Of Park Rapids, The",Bank,877752,Park Rapids,MN,3/31/2025,"350,357",0,0,0,0,"26,646","25,823","23,002","21,980","41,787",0,0,"7,145",,0,,,,,,,,,,,,,,,,,,,,
"Citizens National Bank Of Quitman, The",Bank,774235,Quitman,GA,3/31/2025,"131,484",0,0,0,0,"31,622","29,634","31,042","28,570","13,734",0,0,"9,039",,0,,,,,,,,,,,,,,,,,,,,
"Citizens National Bank of Somerset, The",Bank,410917,Somerset,KY,3/31/2025,"660,087",0,0,0,0,"285,963","255,969","289,776","256,443","29,730",0,0,"68,177",,0,,,,,,,,,,,,,,,,,,,,
Citizens National Bank Of Texas,Bank,552161,Waxahachie,TX,3/31/2025,"1,919,111","19,733","18,595","19,748","18,286",327,310,350,329,"222,943","3,852",0,0,,3852,,,,,,,,,,,,,,,,,,,,
"Citizens National Bank Of Woodsfield, The",Bank,386825,Woodsfield,OH,3/31/2025,"142,729",0,0,0,0,"66,643","62,436","69,048","63,746","9,403",0,0,"9,026",,0,,,,,,,,,,,,,,,,,,,,
"Citizens National Bank, The",Bank,991555,Greenleaf,KS,3/31/2025,"219,653",0,0,0,0,"128,703","116,167","127,599","113,341","14,492",0,0,"34,938",,0,,,,,,,,,,,,,,,,,,,,
Citizens Progressive Bank,Bank,732253,Winnsboro,LA,3/31/2025,"282,332","1,372","1,225","1,368","1,191","12,344","12,203","12,897","12,841","25,756","4,538",0,"13,424",,4538,,,,,,,,,,,,,,,,,,,,
Citizens Savings Bank,Bank,758842,Anamosa,IA,3/31/2025,"169,567","44,422","43,029","44,419","42,954","36,644","35,320","37,229","35,545","10,882",0,0,"48,940",,0,,,,,,,,,,,,,,,,,,,,
Citizens Savings Bank,Bank,544447,Spillville,IA,3/31/2025,"136,375",0,0,0,0,"81,278","65,859","81,345","67,311","12,163",0,0,"55,657",,0,,,,,,,,,,,,,,,,,,,,
Citizens Savings Bank,Bank,828473,Clarks Summit,PA,3/31/2025,"355,955",160,161,172,172,"39,004","37,469","39,281","37,265","51,887",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Citizens Savings Bank,Bank,1014376,Bogalusa,LA,3/31/2025,"316,358",0,0,0,0,"47,068","42,280","45,578","40,051","40,177",0,0,"29,495",,0,,,,,,,,,,,,,,,,,,,,
Citizens Savings Bank,Bank,474544,Marshalltown,IA,3/31/2025,"76,480","6,285","6,242","5,281","5,212",0,0,0,0,"7,154",0,0,300,,0,,,,,,,,,,,,,,,,,,,,
Citizens Savings Bank And Trust Company,Bank,55635,Nashville,TN,3/31/2025,"184,276",0,0,0,0,"7,243","6,866","7,309","6,824","17,208",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,54656,Buffalo,TX,3/31/2025,"1,027,134",0,0,0,0,"841,006","628,544","868,540","662,083","-51,017",0,"1,031","476,355",,1031,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,356752,Royal Oak,MI,3/31/2025,"382,021","41,037","39,273","43,518","41,987","23,035","22,765","21,558","21,440","31,287",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,867856,Hudson,WI,3/31/2025,"461,320",0,0,0,0,"45,372","42,344","47,385","44,139","40,740",0,0,"13,418",,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,625065,Woodville,TX,3/31/2025,"364,923","2,000","1,986","2,000","1,967","75,070","67,414","79,318","69,866","43,840",0,0,651,,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,523161,Sealy,TX,3/31/2025,"440,961",0,0,0,0,"162,185","148,636","164,394","149,166","37,896",0,0,"70,587",,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,212344,Wyoming,IA,3/31/2025,"127,472",0,0,0,0,"42,234","38,118","41,384","36,610","19,663",640,0,"8,392",,640,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,489155,Anton,TX,3/31/2025,"78,913","4,047","3,261","4,123","3,275",0,0,0,0,"13,252",0,0,"1,501",,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,899651,Corrigan,TX,3/31/2025,"189,268",0,0,0,0,"52,436","49,291","52,955","49,039","17,999",0,0,"6,702",,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,261360,Somerville,TX,3/31/2025,"1,112,883","8,200","8,201","8,138","8,137","224,926","216,083","243,901","233,009","128,032","2,838",90,"89,682",,2928,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,937759,Hugoton,KS,3/31/2025,"138,253",0,0,0,0,"46,458","44,671","44,608","42,449","16,887",0,0,"15,345",,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,795548,Monticello,IA,3/31/2025,"559,311","97,157","81,172","96,561","83,785","143,228","121,921","145,453","124,612","20,871","4,352",0,"166,493",,4352,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,804860,Roma,TX,3/31/2025,"78,550","1,705","1,699","1,705","1,692","24,809","22,157","22,309","19,240","6,757",0,0,"9,988",,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,482053,Wisner,NE,3/31/2025,"617,350","50,039","46,303","50,403","46,667","82,127","65,680","62,955","47,231","47,991","2,255",64,"79,355",,2319,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,149150,Cadott,WI,3/31/2025,"230,782",0,0,0,0,"34,499","31,431","35,461","31,870","16,652","1,294",668,"3,206",,1962,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,235558,Carleton,NE,3/31/2025,"31,976",0,0,0,0,0,0,0,0,"3,517",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,413543,Sheldon,IA,3/31/2025,"185,614","21,156","18,675","21,724","19,197","34,265","31,333","36,178","32,756","19,314","1,490",425,"21,156",,1915,,,,,,,,,,,,,,,,,,,,
Citizens State Bank,Bank,296755,Miles,TX,3/31/2025,"249,819",0,0,0,0,"21,339","21,308","25,534","25,361","25,900",0,0,"1,068",,0,,,,,,,,,,,,,,,,,,,,
CITIZENS STATE BANK,Bank,356239,Lena,IL,3/31/2025,"422,945",0,0,0,0,"116,029","106,181","115,806","105,226","34,403","4,146","1,336","42,285",,5482,,,,,,,,,,,,,,,,,,,,
Citizens State Bank - La Crosse,Bank,447557,La Crosse,WI,3/31/2025,"684,483",0,0,0,0,398,399,397,396,"71,637",44,46,399,,90,,,,,,,,,,,,,,,,,,,,
"Citizens State Bank And Trust Co., Ellsworth, Kansas",Bank,733951,Ellsworth,KS,3/31/2025,"263,744",0,0,0,0,"89,509","78,274","89,533","76,313","14,622","2,142",2,"3,090",,2144,,,,,,,,,,,,,,,,,,,,
Citizens State Bank And Trust Company,Bank,678557,Hiawatha,KS,3/31/2025,"98,310",0,0,0,0,"25,921","25,134","27,880","26,879","17,148",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
"Citizens State Bank And Trust Company, The",Bank,442057,Council Grove,KS,3/31/2025,"79,181",0,0,0,0,367,364,372,368,"6,765",0,31,0,,31,,,,,,,,,,,,,,,,,,,,
"Citizens State Bank At Mohall, The",Bank,688453,Mohall,ND,3/31/2025,"75,972",0,0,0,0,"18,557","17,954","16,124","15,397","8,566",0,0,"7,513",,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank Norwood Young America,Bank,875655,Norwood Young America,MN,3/31/2025,"138,358",0,0,0,0,"30,866","30,337","33,842","33,055","9,665","3,166",0,0,,3166,,,,,,,,,,,,,,,,,,,,
Citizens State Bank of Arlington,Bank,274856,Arlington,SD,3/31/2025,"141,949",0,0,0,0,"46,032","43,738","48,935","46,292","14,882",0,0,"29,753",,0,,,,,,,,,,,,,,,,,,,,
"Citizens State Bank Of Cheney, Kansas, The",Bank,924254,Cheney,KS,3/31/2025,"86,270",0,0,0,0,"20,898","18,025","21,165","18,066","6,462",73,0,"6,276",,73,,,,,,,,,,,,,,,,,,,,
Citizens State Bank Of Lankin,Bank,940852,Lankin,ND,3/31/2025,"67,302",0,0,0,0,"17,601","15,668","17,805","15,861","4,958",0,0,"8,343",,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank Of Loyal,Bank,479446,Loyal,WI,3/31/2025,"304,018","5,432","4,605","5,432","4,609","99,271","91,065","103,565","95,159","27,203",0,0,"56,639",,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank Of Luling,Bank,954653,Luling,TX,3/31/2025,"68,963",0,0,0,0,"7,921","6,988","8,466","7,313","10,666",0,0,460,,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank Of Milford,Bank,771047,Milford,IL,3/31/2025,"57,218",0,0,0,0,"21,302","20,062","19,534","18,287","3,776",0,0,"13,883",,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank Of New Castle,Bank,1000641,New Castle,IN,3/31/2025,"845,134","194,204","162,773","196,895","162,485","79,408","76,329","71,192","67,561","83,782",0,0,"99,282",,0,,,,,,,,,,,,,,,,,,,,
"Citizens State Bank Of Ouray, The",Bank,98351,Ouray,CO,3/31/2025,"215,316","1,816","1,636","2,191","1,981","29,142","24,679","29,470","24,597","13,855",0,0,"13,404",,0,,,,,,,,,,,,,,,,,,,,
Citizens State Bank Of Roseau,Bank,822051,Roseau,MN,3/31/2025,"283,203","48,175","49,172","50,453","51,624","70,382","63,949","73,132","65,756","30,484",0,0,"46,055",,0,,,,,,,,,,,,,,,,,,,,
"Citizens State Bank of Waverly, Inc.",Bank,213958,Waverly,MN,3/31/2025,"113,468","3,836","3,912","3,846","3,952","37,278","33,098","38,292","33,866","5,596","2,702",0,"19,053",,2702,,,,,,,,,,,,,,,,,,,,
"Citizens State Bank, Ganado, Texas",Bank,317650,Ganado,TX,3/31/2025,"57,766",0,0,0,0,"35,887","33,047","37,487","34,289","3,464",0,0,"3,610",,0,,,,,,,,,,,,,,,,,,,,
"Citizens State Bank, The",Bank,273550,Moundridge,KS,3/31/2025,"438,355",0,0,0,0,"162,592","144,816","170,170","151,210","46,448","3,506",0,"71,562",,3506,,,,,,,,,,,,,,,,,,,,
"Citizens State Bank, The",Bank,858854,Gridley,KS,3/31/2025,"310,920",0,0,0,0,"75,916","71,956","93,488","88,541","31,810",348,66,"17,078",,414,,,,,,,,,,,,,,,,,,,,
"Citizens State Bank, The",Bank,572459,Marysville,KS,3/31/2025,"410,625",0,0,0,0,"79,187","68,063","80,149","67,910","29,436","1,810",0,"19,431",,1810,,,,,,,,,,,,,,,,,,,,
Citizens Tri-county Bank,Bank,162337,Dunlap,TN,3/31/2025,"1,525,995",0,0,0,0,"224,393","206,336","230,937","211,533","120,162","5,004",154,"75,145",,5158,,,,,,,,,,,,,,,,,,,,
Citizens Trust Bank,Bank,680130,Atlanta,GA,3/31/2025,"769,241",0,0,0,0,"273,398","262,430","272,484","258,323","91,346",362,0,"12,516",,362,,,,,,,,,,,,,,,,,,,,
"Citizens-farmers Bank Of Cole Camp, The",Bank,385547,Cole Camp,MO,3/31/2025,"195,509","4,874","4,740","6,173","6,035","33,060","31,593","31,856","30,339","26,294",0,0,"29,260",,0,,,,,,,,,,,,,,,,,,,,
City Bank,Bank,575254,Lubbock,TX,3/31/2025,"4,403,133",0,0,0,0,"657,662","571,527","669,014","577,240","419,183","19,315","1,568","169,018",,20883,,,,,,,,,,,,,,,,,,,,
City Bank & Trust Co.,Bank,79855,Lincoln,NE,3/31/2025,"333,457",741,741,741,741,"15,678","15,695","15,647","15,604","32,312",0,0,"1,321",,0,,,,,,,,,,,,,,,,,,,,
City Bank & Trust Co.,Bank,841753,Natchitoches,LA,3/31/2025,"335,343","1,466","1,351","1,966","1,812","84,992","82,984","96,658","93,823","38,917",0,0,"42,826",,0,,,,,,,,,,,,,,,,,,,,
"City First Bank, National Association",Bank,2697963,Washington,DC,3/31/2025,"1,228,102",0,0,0,0,"199,319","185,938","219,658","203,862","180,327","25,858","1,696","4,418",,27554,,,,,,,,,,,,,,,,,,,,
City National Bank,Bank,63069,Los Angeles,CA,3/31/2025,"93,149,075","8,518,713","7,936,152","8,573,811","7,887,864","8,638,485","8,629,028","9,552,276","9,514,671","10,947,211","591,217","1,020","275,478",,592237,,,,,,,,,,,,,,,,,,,,
City National Bank,Bank,697950,Corsicana,TX,3/31/2025,"63,233",0,0,0,0,"6,407","5,922","7,660","7,056","7,013",0,0,"1,536",,0,,,,,,,,,,,,,,,,,,,,
"City National Bank And Trust Company Of Lawton, Oklahoma, The",Bank,294751,Lawton,OK,3/31/2025,"446,659","6,022","5,953","5,963","6,084","55,324","52,697","56,401","54,113","57,870",0,0,"46,911",,0,,,,,,,,,,,,,,,,,,,,
"City National Bank Of Colorado City, The",Bank,799854,Colorado City,TX,3/31/2025,"299,066",0,0,0,0,394,389,"4,907","4,899","31,233",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
City National Bank Of Florida,Bank,814430,Miami,FL,3/31/2025,"27,175,452","2,582,947","2,292,595","2,631,408","2,291,237","4,292,921","3,761,477","4,380,564","3,781,888","2,537,385","56,569","24,643",0,,81212,,,,,,,,,,,,,,,,,,,,
"City National Bank Of Metropolis, The",Bank,298245,Metropolis,IL,3/31/2025,"451,290",0,0,0,0,"209,674","184,475","203,065","175,620","42,579",0,0,"94,263",,0,,,,,,,,,,,,,,,,,,,,
"City National Bank Of San Saba, The",Bank,714165,San Saba,TX,3/31/2025,"85,048","24,141","23,191","27,496","26,271","35,444","34,280","31,651","30,146","9,046",0,0,"24,141",,0,,,,,,,,,,,,,,,,,,,,
"City National Bank Of Sulphur Springs, The",Bank,596062,Sulphur Springs,TX,3/31/2025,"1,305,464","2,000","2,000","2,000","2,000","274,038","253,196","280,655","255,840","105,409","10,404",832,"82,957",,11236,,,,,,,,,,,,,,,,,,,,
"City National Bank Of Taylor, The",Bank,181963,Taylor,TX,3/31/2025,"241,579",0,0,0,0,"54,102","49,780","55,010","49,789","27,041",0,0,"15,801",,0,,,,,,,,,,,,,,,,,,,,
City National Bank of West Virginia,Bank,1011526,Charleston,WV,3/31/2025,"6,602,418",0,0,0,0,"1,533,623","1,405,289","1,563,462","1,409,745","493,171","149,763","9,738","180,457",,159501,,,,,,,,,,,,,,,,,,,,
City State Bank,Bank,252041,Norwalk,IA,3/31/2025,"773,955",0,0,0,0,"99,197","96,517","99,624","96,589","65,154",380,517,"29,773",,897,,,,,,,,,,,,,,,,,,,,
"City State Bank, The",Bank,738657,Fort Scott,KS,3/31/2025,"54,033","1,384","1,351","1,386","1,348","8,860","7,976","8,965","7,964","4,063",0,0,"5,663",,0,,,,,,,,,,,,,,,,,,,,
Civista Bank,Bank,542528,Sandusky,OH,3/31/2025,"4,140,665",0,0,0,0,"705,442","645,017","707,529","645,538","337,426","125,520","4,674","320,213",,130194,,,,,,,,,,,,,,,,,,,,
Clackamas County Bank,Bank,641579,Sandy,OR,3/31/2025,"278,747",0,0,0,0,"84,383","79,230","86,436","80,043","28,722",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
